"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"NAME"
"Legacy Closing Rates"

"DESCRIPTION"
"The legacy exchange rates were last updated 28 April 2017 and will not be updated in future. Exchange rates are expressed as 1 unit of the foreign currency converted into Canadian dollars. All Bank of Canada exchange rates are indicative rates only."

"LINK"
"https://www.bankofcanada.ca/?p=190915"

"SERIES"
"id","label","description"
"IEXE1601.CL","AUD_CLOSE","Australian dollar (close)"
"IEXE0301.CL","DKK_CLOSE","Danish krone (close)"
"EUROCAE01.CL","EUR_CLOSE","European Euro (close)"
"IEXE1401.CL","HKD_CLOSE","Hong Kong dollar (close)"
"IEXE0701.CL","JPY_CLOSE","Japanese yen (close)"
"IEXE2001.CL","MXN_CLOSE","Mexican peso (close)"
"IEXE1901.CL","NZD_CLOSE","New Zealand dollar (close)"
"IEXE0901.CL","NOK_CLOSE","Norwegian krone (close)"
"IEXE1001.CL","SEK_CLOSE","Swedish krona (close)"
"IEXE1101.CL","CHF_CLOSE","Swiss franc (close)"
"IEXE1201.CL","GBP_CLOSE","U.K. pound sterling (close)"
"IEXE0102","USD_CLOSE","U.S. dollar (close)"
"IEXE0103","USD_HIGH","U.S. dollar (high)"
"IEXE0104","USD_LOW","U.S. dollar (low)"
"IEXE0106","USD_CLOSE_90_DAY","U.S. dollar closing,90-day"

"OBSERVATIONS"
"date","IEXE1601.CL","IEXE0301.CL","EUROCAE01.CL","IEXE1401.CL","IEXE0701.CL","IEXE2001.CL","IEXE1901.CL","IEXE0901.CL","IEXE1001.CL","IEXE1101.CL","IEXE1201.CL","IEXE0102","IEXE0103","IEXE0104","IEXE0106"
"2014-09-02","1.0141","0.1927","1.4351","0.141027","0.01040","0.08329","0.9088","0.1764","0.1557","1.1889","1.8004","1.0930","1.0935","1.0901","1.0953"
"2014-09-03","1.0177","0.1922","1.4315","0.140485","0.01039","0.08315","0.9069","0.1751","0.1554","1.1863","1.7922","1.0888","1.0928","1.0871","1.0911"
"2014-09-04","1.0168","0.1891","1.4081","0.140302","0.01034","0.08266","0.9034","0.1737","0.1540","1.1673","1.7774","1.0874","1.0884","1.0821","1.0897"
"2014-09-05","1.0205","0.1893","1.4093","0.140397","0.01035","0.08344","0.9062","0.1732","0.1533","1.1682","1.7768","1.0881","1.0903","1.0841","1.0905"
"2014-09-08","1.0186","0.1901","1.4155","0.141586","0.01036","0.08354","0.9084","0.1733","0.1543","1.1735","1.7676","1.0973","1.0983","1.0903","1.0997"
"2014-09-09","1.0104","0.1909","1.4207","0.141548","0.01034","0.08301","0.9047","0.1729","0.1544","1.1771","1.7691","1.0971","1.1032","1.0964","1.0995"
"2014-09-10","1.0020","0.1897","1.4122","0.141088","0.01024","0.08289","0.9009","0.1724","0.1540","1.1672","1.7728","1.0935","1.1003","1.0934","1.0959"
"2014-09-11","1.0042","0.1917","1.4270","0.142530","0.01031","0.08353","0.9028","0.1731","0.1549","1.1799","1.7917","1.1047","1.1059","1.0991","1.1071"
"2014-09-12","1.0031","0.1930","1.4365","0.143140","0.01034","0.08376","0.9040","0.1742","0.1554","1.1877","1.8036","1.1094","1.1098","1.1045","1.1118"
"2014-09-15","0.9974","0.1921","1.4296","0.142559","0.01031","0.08344","0.9032","0.1728","0.1553","1.1815","1.7937","1.1050","1.1090","1.1036","1.1074"
"2014-09-16","0.9976","0.1910","1.4215","0.141527","0.01024","0.08335","0.8994","0.1714","0.1541","1.1763","1.7858","1.0970","1.1043","1.0968","1.0994"
"2014-09-17","0.9872","0.1903","1.4169","0.141961","0.01017","0.08316","0.8912","0.1707","0.1536","1.1698","1.7913","1.1004","1.1020","1.0927","1.1028"
"2014-09-18","0.9835","0.1899","1.4141","0.141227","0.01007","0.08267","0.8917","0.1730","0.1543","1.1715","1.7924","1.0947","1.1008","1.0929","1.0971"
"2014-09-19","0.9775","0.1888","1.4053","0.141229","0.01005","0.08284","0.8897","0.1724","0.1532","1.1641","1.7843","1.0947","1.0980","1.0887","1.0971"
"2014-09-22","0.9793","0.1904","1.4175","0.142312","0.01014","0.08311","0.8968","0.1739","0.1543","1.1735","1.8052","1.1031","1.1038","1.0994","1.1055"
"2014-09-23","0.9792","0.1912","1.4231","0.142794","0.01016","0.08321","0.8932","0.1743","0.1549","1.1785","1.8151","1.1069","1.1084","1.0994","1.1093"
"2014-09-24","0.9818","0.1899","1.4135","0.142633","0.01014","0.08328","0.8928","0.1731","0.1540","1.1698","1.8065","1.1057","1.1122","1.1053","1.1082"
"2014-09-25","0.9756","0.1902","1.4158","0.143252","0.01022","0.08298","0.8800","0.1736","0.1540","1.1729","1.8123","1.1108","1.1128","1.1084","1.1133"
"2014-09-26","0.9778","0.1901","1.4149","0.143795","0.01021","0.08293","0.8777","0.1728","0.1535","1.1725","1.8120","1.1155","1.1169","1.1101","1.1179"
"2014-09-29","0.9729","0.1902","1.4153","0.143551","0.01019","0.08262","0.8665","0.1731","0.1540","1.1726","1.8116","1.1153","1.1166","1.1132","1.1177"
"2014-09-30","0.9806","0.1900","1.4146","0.144240","0.01021","0.08341","0.8743","0.1743","0.1552","1.1731","1.8157","1.1200","1.1219","1.1157","1.1224"
"2014-10-01","0.9754","0.1894","1.4096","0.143872","0.01025","0.08308","0.8698","0.1732","0.1548","1.1680","1.8076","1.1172","1.1222","1.1164","1.1196"
"2014-10-02","0.9825","0.1899","1.4135","0.143832","0.01029","0.08348","0.8816","0.1731","0.1553","1.1696","1.8014","1.1163","1.1178","1.1129","1.1188"
"2014-10-03","0.9765","0.1892","1.4087","0.145103","0.01026","0.08343","0.8748","0.1724","0.1548","1.1637","1.7986","1.1259","1.1271","1.1179","1.1284"
"2014-10-06","0.9749","0.1891","1.4075","0.143528","0.01023","0.08306","0.8728","0.1717","0.1549","1.1606","1.7895","1.1131","1.1223","1.1111","1.1156"
"2014-10-07","0.9845","0.1900","1.4146","0.144039","0.01034","0.08290","0.8748","0.1728","0.1553","1.1670","1.7979","1.1171","1.1196","1.1145","1.1196"
"2014-10-08","0.9824","0.1901","1.4148","0.143148","0.01027","0.08331","0.8777","0.1726","0.1550","1.1668","1.7955","1.1104","1.1211","1.1094","1.1129"
"2014-10-09","0.9807","0.1904","1.4175","0.144053","0.01036","0.08326","0.8778","0.1725","0.1546","1.1705","1.8008","1.1173","1.1175","1.1090","1.1199"
"2014-10-10","0.9742","0.1901","1.4147","0.144586","0.01041","0.08333","0.8758","0.1720","0.1549","1.1702","1.8017","1.1217","1.1220","1.1160","1.1243"
"2014-10-14","0.9843","0.1922","1.4307","0.145738","0.01056","0.08412","0.8857","0.1718","0.1559","1.1852","1.7982","1.1306","1.1313","1.1218","1.1332"
"2014-10-15","0.9922","0.1937","1.4419","0.145136","0.01061","0.08316","0.8990","0.1718","0.1570","1.1951","1.7985","1.1258","1.1385","1.1226","1.1285"
"2014-10-16","0.9850","0.1934","1.4403","0.144985","0.01057","0.08306","0.8930","0.1716","0.1573","1.1927","1.8100","1.1248","1.1347","1.1227","1.1277"
"2014-10-17","0.9883","0.1932","1.4389","0.145370","0.01055","0.08331","0.8936","0.1724","0.1570","1.1919","1.8142","1.1277","1.1279","1.1211","1.1305"
"2014-10-20","0.9925","0.1940","1.4449","0.145449","0.01056","0.08338","0.8997","0.1722","0.1572","1.1972","1.8246","1.1284","1.1288","1.1251","1.1311"
"2014-10-21","0.9858","0.1917","1.4277","0.144748","0.01050","0.08284","0.8935","0.1710","0.1552","1.1831","1.8093","1.1228","1.1252","1.1202","1.1254"
"2014-10-22","0.9867","0.1909","1.4215","0.144933","0.01049","0.08295","0.8912","0.1700","0.1546","1.1789","1.8046","1.1243","1.1294","1.1184","1.1269"
"2014-10-23","0.9833","0.1909","1.4210","0.144808","0.01038","0.08286","0.8776","0.1709","0.1548","1.1777","1.7998","1.1233","1.1256","1.1207","1.1261"
"2014-10-24","0.9882","0.1911","1.4230","0.144797","0.01039","0.08287","0.8818","0.1702","0.1549","1.1797","1.8069","1.1233","1.1242","1.1195","1.1260"
"2014-10-27","0.9895","0.1918","1.4279","0.144870","0.01043","0.08280","0.8871","0.1703","0.1539","1.1843","1.8123","1.1238","1.1255","1.1225","1.1265"
"2014-10-28","0.9898","0.1911","1.4230","0.144002","0.01033","0.08314","0.8857","0.1691","0.1524","1.1797","1.8028","1.1171","1.1235","1.1167","1.1198"
"2014-10-29","0.9845","0.1900","1.4144","0.144315","0.01028","0.08311","0.8746","0.1669","0.1519","1.1730","1.7913","1.1191","1.1225","1.1122","1.1217"
"2014-10-30","0.9887","0.1895","1.4112","0.144367","0.01024","0.08335","0.8780","0.1669","0.1524","1.1706","1.7908","1.1196","1.1209","1.1165","1.1222"
"2014-10-31","0.9918","0.1897","1.4123","0.145336","0.01003","0.08370","0.8786","0.1671","0.1526","1.1713","1.8030","1.1271","1.1332","1.1186","1.1297"
"2014-11-03","0.9869","0.1906","1.4187","0.146477","0.009981","0.08348","0.8771","0.1670","0.1531","1.1769","1.8142","1.1357","1.1377","1.1268","1.1383"
"2014-11-04","0.9969","0.1923","1.4314","0.147179","0.01004","0.08415","0.8870","0.1665","0.1545","1.1882","1.8253","1.1410","1.1429","1.1388","1.1436"
"2014-11-05","0.9787","0.1911","1.4216","0.146912","0.009925","0.08392","0.8810","0.1667","0.1544","1.1812","1.8195","1.1389","1.1452","1.1371","1.1415"
"2014-11-06","0.9785","0.1901","1.4141","0.147374","0.009921","0.08376","0.8791","0.1664","0.1537","1.1738","1.8092","1.1426","1.1444","1.1392","1.1452"
"2014-11-07","0.9784","0.1898","1.4115","0.146179","0.009888","0.08387","0.8778","0.1664","0.1530","1.1728","1.7991","1.1333","1.1446","1.1312","1.1359"
"2014-11-10","0.9801","0.1899","1.4128","0.146654","0.009904","0.08360","0.8810","0.1670","0.1531","1.1748","1.8027","1.1374","1.1385","1.1307","1.1400"
"2014-11-12","0.9865","0.1891","1.4071","0.145935","0.009789","0.08340","0.8912","0.1664","0.1525","1.1704","1.7863","1.1316","1.1323","1.1281","1.1341"
"2014-11-13","0.9915","0.1907","1.4196","0.146697","0.009826","0.08366","0.8973","0.1675","0.1531","1.1809","1.7872","1.1376","1.1376","1.1300","1.1402"
"2014-11-14","0.9878","0.1898","1.4127","0.145421","0.009698","0.08343","0.8925","0.1670","0.1526","1.1759","1.7673","1.1277","1.1390","1.1264","1.1302"
"2014-11-17","0.9838","0.1889","1.4063","0.145666","0.009700","0.08318","0.8940","0.1664","0.1519","1.1705","1.7667","1.1296","1.1328","1.1292","1.1321"
"2014-11-18","0.9860","0.1903","1.4164","0.145697","0.009663","0.08337","0.8954","0.1679","0.1532","1.1791","1.7661","1.1299","1.1324","1.1287","1.1324"
"2014-11-19","0.9778","0.1913","1.4238","0.146361","0.009620","0.08340","0.8924","0.1672","0.1536","1.1850","1.7794","1.1351","1.1360","1.1311","1.1376"
"2014-11-20","0.9756","0.1906","1.4182","0.145763","0.009580","0.08286","0.8900","0.1673","0.1529","1.1802","1.7746","1.1306","1.1335","1.1293","1.1331"
"2014-11-21","0.9744","0.1872","1.3928","0.144863","0.009547","0.08255","0.8857","0.1653","0.1506","1.1590","1.7602","1.1239","1.1268","1.1191","1.1264"
"2014-11-24","0.9723","0.1888","1.4045","0.145552","0.009546","0.08269","0.8872","0.1666","0.1518","1.1680","1.7729","1.1289","1.1313","1.1243","1.1314"
"2014-11-25","0.9600","0.1887","1.4041","0.145124","0.009540","0.08234","0.8793","0.1651","0.1515","1.1673","1.7678","1.1253","1.1300","1.1232","1.1278"
"2014-11-26","0.9607","0.1889","1.4056","0.144899","0.009544","0.08185","0.8854","0.1646","0.1519","1.1690","1.7749","1.1236","1.1273","1.1228","1.1260"
"2014-11-27","0.9690","0.1899","1.4128","0.146171","0.009627","0.08230","0.8914","0.1637","0.1523","1.1753","1.7838","1.1332","1.1355","1.1235","1.1356"
"2014-11-28","0.9738","0.1913","1.4232","0.147520","0.009641","0.08217","0.8968","0.1626","0.1534","1.1843","1.7890","1.1440","1.1444","1.1360","1.1464"
"2014-12-01","0.9632","0.1899","1.4128","0.146071","0.009574","0.08102","0.8921","0.1634","0.1523","1.1745","1.7829","1.1328","1.1400","1.1314","1.1352"
"2014-12-02","0.9625","0.1896","1.4106","0.146919","0.009556","0.08073","0.8896","0.1621","0.1516","1.1718","1.7819","1.1394","1.1425","1.1358","1.1418"
"2014-12-03","0.9552","0.1881","1.3991","0.146611","0.009487","0.08053","0.8819","0.1613","0.1511","1.1625","1.7828","1.1366","1.1418","1.1346","1.1390"
"2014-12-04","0.9538","0.1893","1.4088","0.146751","0.009496","0.08036","0.8857","0.1612","0.1518","1.1714","1.7831","1.1375","1.1397","1.1350","1.1399"
"2014-12-05","0.9519","0.1888","1.4050","0.147489","0.009416","0.07940","0.8817","0.1604","0.1512","1.1687","1.7802","1.1432","1.1476","1.1387","1.1456"
"2014-12-08","0.9520","0.1900","1.4135","0.148131","0.009516","0.07975","0.8797","0.1604","0.1521","1.1759","1.7964","1.1482","1.1485","1.1431","1.1505"
"2014-12-09","0.9493","0.1902","1.4152","0.147567","0.009564","0.07946","0.8788","0.1608","0.1519","1.1773","1.7923","1.1440","1.1457","1.1398","1.1463"
"2014-12-10","0.9557","0.1920","1.4286","0.148109","0.009727","0.07892","0.8975","0.1602","0.1526","1.1873","1.8037","1.1480","1.1503","1.1445","1.1504"
"2014-12-11","0.9523","0.1920","1.4281","0.148708","0.009680","0.07810","0.8995","0.1577","0.1527","1.1888","1.8120","1.1527","1.1551","1.1480","1.1551"
"2014-12-12","0.9551","0.1937","1.4413","0.149292","0.009752","0.07852","0.8999","0.1570","0.1533","1.2002","1.8191","1.1572","1.1582","1.1516","1.1597"
"2014-12-15","0.9569","0.1948","1.4495","0.150343","0.009901","0.07918","0.9015","0.1560","0.1525","1.2069","1.8223","1.1656","1.1658","1.1582","1.1680"
"2014-12-16","0.9564","0.1957","1.4565","0.150065","0.009976","0.07904","0.9065","0.1564","0.1529","1.2127","1.8313","1.1636","1.1659","1.1607","1.1660"
"2014-12-17","0.9452","0.1930","1.4363","0.150067","0.009806","0.07977","0.8957","0.1567","0.1517","1.1962","1.8125","1.1639","1.1672","1.1560","1.1663"
"2014-12-18","0.9476","0.1915","1.4247","0.149518","0.009763","0.07951","0.9000","0.1567","0.1506","1.1834","1.8176","1.1597","1.1629","1.1584","1.1621"
"2014-12-19","0.9451","0.1908","1.4193","0.149714","0.009711","0.07952","0.8993","0.1578","0.1499","1.1793","1.8146","1.1608","1.1635","1.1591","1.1632"
"2014-12-22","0.9463","0.1912","1.4226","0.150055","0.009692","0.07935","0.8992","0.1568","0.1493","1.1824","1.8130","1.1637","1.1646","1.1617","1.1660"
"2014-12-23","0.9416","0.1903","1.4155","0.149936","0.009627","0.07866","0.8964","0.1562","0.1489","1.1772","1.8033","1.1630","1.1668","1.1599","1.1653"
"2014-12-24","0.9424","0.1904","1.4166","0.149747","0.009649","0.07882","0.8972","0.1557","0.1488","1.1781","1.8071","1.1623","1.1641","1.1590","1.1646"
"2014-12-29","0.9461","0.1899","1.4134","0.149896","0.009635","0.07870","0.9060","0.1557","0.1484","1.1749","1.8041","1.1629","1.1649","1.1615","1.1652"
"2014-12-30","0.9495","0.1895","1.4109","0.149631","0.009711","0.07875","0.9083","0.1564","0.1500","1.1734","1.8056","1.1607","1.1628","1.1597","1.1630"
"2014-12-31","0.9479","0.1885","1.4038","0.149621","0.009678","0.07865","0.9043","0.1550","0.1483","1.1676","1.8071","1.1601","1.1607","1.1565","1.1624"
"2015-01-02","0.9524","0.1896","1.4119","0.151638","0.009763","0.07924","0.9053","0.1551","0.1485","1.1747","1.8036","1.1762","1.1763","1.1679","1.1786"
"2015-01-05","0.9503","0.1885","1.4025","0.151491","0.009819","0.07865","0.9046","0.1542","0.1484","1.1673","1.7921","1.1749","1.1799","1.1744","1.1773"
"2015-01-06","0.9576","0.1891","1.4074","0.152535","0.009981","0.07945","0.9193","0.1527","0.1496","1.1716","1.7922","1.1828","1.1830","1.1753","1.1852"
"2015-01-07","0.9540","0.1880","1.3987","0.152417","0.009920","0.08032","0.9195","0.1536","0.1480","1.1646","1.7858","1.1820","1.1875","1.1815","1.1844"
"2015-01-08","0.9605","0.1876","1.3953","0.152632","0.009893","0.08057","0.9249","0.1551","0.1472","1.1616","1.7853","1.1836","1.1844","1.1807","1.1860"
"2015-01-09","0.9736","0.1889","1.4053","0.153047","0.01001","0.08128","0.9305","0.1548","0.1474","1.1701","1.7995","1.1866","1.1890","1.1805","1.1890"
"2015-01-12","0.9763","0.1904","1.4167","0.154350","0.01011","0.08166","0.9313","0.1548","0.1485","1.1795","1.8165","1.1967","1.1967","1.1894","1.1991"
"2015-01-13","0.9759","0.1892","1.4072","0.154187","0.01014","0.08177","0.9240","0.1541","0.1482","1.1717","1.8126","1.1954","1.1978","1.1926","1.1979"
"2015-01-14","0.9744","0.1893","1.4082","0.154050","0.01019","0.08242","0.9228","0.1567","0.1478","1.1726","1.8199","1.1945","1.2001","1.1928","1.1970"
"2015-01-15","0.9838","0.1870","1.3901","0.154289","0.01028","0.08162","0.9364","0.1563","0.1473","1.3767","1.8154","1.1964","1.1979","1.1804","1.1989"
"2015-01-16","0.9857","0.1863","1.3844","0.154395","0.01018","0.08211","0.9318","0.1584","0.1474","1.3961","1.8140","1.1968","1.2047","1.1961","1.1993"
"2015-01-19","0.9808","0.1866","1.3869","0.154112","0.01016","0.08170","0.9292","0.1570","0.1470","1.3583","1.8059","1.1947","1.1985","1.1937","1.1972"
"2015-01-20","0.9897","0.1882","1.3984","0.156182","0.01020","0.08258","0.9295","0.1576","0.1482","1.3828","1.8347","1.2107","1.2115","1.1999","1.2132"
"2015-01-21","0.9977","0.1922","1.4296","0.159142","0.01047","0.08355","0.9330","0.1624","0.1507","1.4362","1.8662","1.2335","1.2420","1.2062","1.2351"
"2015-01-22","0.9947","0.1893","1.4092","0.159992","0.01046","0.08469","0.9289","0.1617","0.1507","1.4204","1.8615","1.2404","1.2405","1.2326","1.2421"
"2015-01-23","0.9839","0.1870","1.3925","0.160281","0.01055","0.08475","0.9265","0.1599","0.1490","1.4112","1.8637","1.2424","1.2467","1.2378","1.2440"
"2015-01-26","0.9874","0.1885","1.4038","0.160788","0.01052","0.08537","0.9242","0.1601","0.1505","1.3803","1.8818","1.2464","1.2466","1.2405","1.2480"
"2015-01-27","0.9846","0.1897","1.4116","0.160012","0.01053","0.08481","0.9250","0.1607","0.1517","1.3772","1.8855","1.2404","1.2471","1.2379","1.2420"
"2015-01-28","0.9896","0.1899","1.4133","0.161511","0.01066","0.08493","0.9183","0.1600","0.1507","1.3805","1.8977","1.2520","1.2537","1.2415","1.2535"
"2015-01-29","0.9792","0.1919","1.4282","0.162679","0.01066","0.08525","0.9151","0.1611","0.1525","1.3659","1.9000","1.2611","1.2678","1.2524","1.2626"
"2015-01-30","0.9896","0.1930","1.4363","0.163964","0.01083","0.08478","0.9249","0.1645","0.1536","1.3842","1.9145","1.2711","1.2800","1.2654","1.2725"
"2015-02-02","0.9818","0.1915","1.4257","0.162222","0.01070","0.08446","0.9188","0.1645","0.1512","1.3558","1.8893","1.2577","1.2688","1.2557","1.2592"
"2015-02-03","0.9673","0.1912","1.4236","0.159854","0.01055","0.08451","0.9161","0.1650","0.1508","1.3403","1.8802","1.2396","1.2595","1.2353","1.2411"
"2015-02-04","0.9778","0.1923","1.4313","0.162082","0.01071","0.08455","0.9274","0.1655","0.1519","1.3609","1.9107","1.2565","1.2591","1.2445","1.2580"
"2015-02-05","0.9713","0.1917","1.4271","0.160269","0.01057","0.08402","0.9219","0.1653","0.1507","1.3469","1.9052","1.2424","1.2524","1.2394","1.2439"
"2015-02-06","0.9769","0.1905","1.4178","0.161545","0.01054","0.08432","0.9213","0.1642","0.1492","1.3534","1.9082","1.2524","1.2546","1.2375","1.2539"
"2015-02-09","0.9734","0.1896","1.4115","0.160760","0.01051","0.08414","0.9244","0.1639","0.1491","1.3494","1.8967","1.2465","1.2509","1.2428","1.2480"
"2015-02-10","0.9769","0.1912","1.4229","0.162167","0.01053","0.08398","0.9306","0.1659","0.1512","1.3572","1.9185","1.2574","1.2625","1.2468","1.2588"
"2015-02-11","0.9743","0.1918","1.4275","0.163017","0.01051","0.08367","0.9327","0.1648","0.1504","1.3604","1.9266","1.2641","1.2697","1.2606","1.2654"
"2015-02-12","0.9669","0.1914","1.4252","0.161081","0.01051","0.08375","0.9284","0.1635","0.1483","1.3424","1.9239","1.2490","1.2569","1.2439","1.2503"
"2015-02-13","0.9678","0.1908","1.4204","0.160669","0.01049","0.08374","0.9296","0.1645","0.1482","1.3362","1.9194","1.2461","1.2516","1.2422","1.2474"
"2015-02-17","0.9678","0.1898","1.4130","0.159471","0.01038","0.08302","0.9335","0.1647","0.1488","1.3213","1.9003","1.2374","1.2447","1.2360","1.2387"
"2015-02-18","0.9713","0.1901","1.4155","0.160049","0.01047","0.08356","0.9384","0.1652","0.1485","1.3183","1.9180","1.2418","1.2466","1.2388","1.2431"
"2015-02-19","0.9733","0.1907","1.4197","0.161095","0.01050","0.08319","0.9392","0.1646","0.1483","1.3158","1.9259","1.2498","1.2545","1.2477","1.2510"
"2015-02-20","0.9841","0.1913","1.4274","0.161683","0.01054","0.08348","0.9442","0.1667","0.1499","1.3337","1.9305","1.2546","1.2565","1.2446","1.2558"
"2015-02-23","0.9813","0.1910","1.4250","0.162134","0.01058","0.08341","0.9467","0.1649","0.1494","1.3229","1.9441","1.2576","1.2624","1.2539","1.2588"
"2015-02-24","0.9786","0.1900","1.4175","0.161088","0.01051","0.08379","0.9356","0.1647","0.1488","1.3147","1.9318","1.2496","1.2658","1.2478","1.2509"
"2015-02-25","0.9802","0.1891","1.4118","0.160154","0.01045","0.08320","0.9369","0.1646","0.1497","1.3100","1.9298","1.2423","1.2459","1.2406","1.2439"
"2015-02-26","0.9760","0.1880","1.4028","0.161539","0.01048","0.08355","0.9425","0.1636","0.1491","1.3135","1.9296","1.2527","1.2535","1.2425","1.2543"
"2015-02-27","0.9772","0.1875","1.3992","0.161207","0.01045","0.08381","0.9459","0.1631","0.1500","1.3114","1.9303","1.2503","1.2530","1.2449","1.2518"
"2015-03-02","0.9737","0.1881","1.4017","0.161628","0.01043","0.08350","0.9414","0.1628","0.1503","1.3075","1.9259","1.2535","1.2565","1.2478","1.2550"
"2015-03-03","0.9767","0.1873","1.3958","0.161052","0.01043","0.08329","0.9426","0.1620","0.1510","1.2990","1.9193","1.2490","1.2522","1.2433","1.2505"
"2015-03-04","0.9713","0.1845","1.3751","0.160096","0.01037","0.08249","0.9441","0.1595","0.1491","1.2890","1.8950","1.2416","1.2549","1.2407","1.2434"
"2015-03-05","0.9718","0.1851","1.3793","0.161214","0.01041","0.08231","0.9357","0.1618","0.1499","1.2836","1.9049","1.2506","1.2519","1.2433","1.2524"
"2015-03-06","0.9734","0.1837","1.3681","0.162569","0.01045","0.08134","0.9286","0.1599","0.1491","1.2801","1.8984","1.2610","1.2627","1.2457","1.2627"
"2015-03-09","0.9711","0.1835","1.3674","0.162320","0.01040","0.08120","0.9279","0.1588","0.1485","1.2781","1.9059","1.2596","1.2613","1.2574","1.2613"
"2015-03-10","0.9657","0.1821","1.3568","0.163384","0.01047","0.08117","0.9212","0.1566","0.1482","1.2690","1.9102","1.2680","1.2689","1.2598","1.2697"
"2015-03-11","0.9661","0.1804","1.3450","0.164192","0.01051","0.08244","0.9179","0.1554","0.1477","1.2633","1.9057","1.2761","1.2800","1.2670","1.2778"
"2015-03-12","0.9780","0.1809","1.3489","0.163493","0.01047","0.08234","0.9379","0.1564","0.1477","1.2660","1.8904","1.2703","1.2715","1.2613","1.2720"
"2015-03-13","0.9756","0.1797","1.3401","0.164666","0.01053","0.08248","0.9373","0.1557","0.1467","1.2720","1.8855","1.2790","1.2824","1.2708","1.2806"
"2015-03-16","0.9766","0.1811","1.3514","0.164592","0.01053","0.08286","0.9428","0.1545","0.1477","1.2677","1.8954","1.2780","1.2819","1.2735","1.2797"
"2015-03-17","0.9731","0.1814","1.3529","0.164580","0.01053","0.08310","0.9341","0.1536","0.1471","1.2691","1.8835","1.2776","1.2794","1.2750","1.2792"
"2015-03-18","0.9790","0.1794","1.3623","0.162026","0.01047","0.08311","0.9417","0.1539","0.1462","1.2845","1.8790","1.2570","1.2835","1.2550","1.2585"
"2015-03-19","0.9708","0.1818","1.3546","0.164038","0.01052","0.08321","0.9402","0.1569","0.1464","1.2835","1.8739","1.2726","1.2757","1.2679","1.2742"
"2015-03-20","0.9780","0.1824","1.3597","0.162166","0.01048","0.08350","0.9505","0.1563","0.1457","1.2872","1.8801","1.2579","1.2724","1.2546","1.2595"
"2015-03-23","0.9863","0.1838","1.3706","0.161137","0.01044","0.08368","0.9584","0.1589","0.1473","1.2960","1.8709","1.2499","1.2563","1.2495","1.2515"
"2015-03-24","0.9846","0.1830","1.3658","0.161175","0.01044","0.08370","0.9570","0.1591","0.1471","1.3046","1.8560","1.2501","1.2533","1.2428","1.2516"
"2015-03-25","0.9812","0.1838","1.3729","0.161394","0.01048","0.08352","0.9512","0.1597","0.1475","1.3039","1.8610","1.2517","1.2541","1.2473","1.2532"
"2015-03-26","0.9752","0.1818","1.3573","0.160813","0.01046","0.08236","0.9453","0.1578","0.1454","1.2950","1.8518","1.2471","1.2495","1.2410","1.2487"
"2015-03-27","0.9771","0.1839","1.3731","0.162500","0.01057","0.08286","0.9547","0.1584","0.1469","1.3129","1.8743","1.2600","1.2604","1.2475","1.2616"
"2015-03-30","0.9699","0.1838","1.3727","0.163668","0.01056","0.08314","0.9506","0.1581","0.1475","1.3107","1.8779","1.2693","1.2705","1.2635","1.2708"
"2015-03-31","0.9647","0.1822","1.3615","0.163377","0.01056","0.08304","0.9470","0.1572","0.1470","1.3034","1.8792","1.2666","1.2784","1.2653","1.2681"
"2015-04-01","0.9593","0.1818","1.3585","0.162860","0.01055","0.08328","0.9409","0.1572","0.1458","1.3065","1.8720","1.2626","1.2678","1.2578","1.2641"
"2015-04-02","0.9522","0.1829","1.3669","0.162062","0.01049","0.08375","0.9419","0.1572","0.1455","1.3093","1.8626","1.2564","1.2655","1.2558","1.2579"
"2015-04-06","0.9491","0.1826","1.3654","0.160951","0.01044","0.08374","0.9427","0.1570","0.1458","1.3025","1.8578","1.2478","1.2505","1.2438","1.2493"
"2015-04-07","0.9549","0.1810","1.3525","0.161306","0.01039","0.08382","0.9370","0.1547","0.1441","1.2936","1.8538","1.2504","1.2522","1.2467","1.2519"
"2015-04-08","0.9642","0.1809","1.3521","0.161773","0.01044","0.08407","0.9472","0.1555","0.1446","1.2979","1.8640","1.2538","1.2559","1.2397","1.2553"
"2015-04-09","0.9682","0.1795","1.3415","0.162478","0.01044","0.08345","0.9506","0.1551","0.1436","1.2871","1.8513","1.2592","1.2613","1.2516","1.2607"
"2015-04-10","0.9665","0.1786","1.3346","0.162322","0.01047","0.08274","0.9490","0.1553","0.1425","1.2856","1.8428","1.2580","1.2667","1.2572","1.2596"
"2015-04-13","0.9561","0.1783","1.3321","0.162474","0.01049","0.08187","0.9392","0.1557","0.1429","1.2891","1.8483","1.2592","1.2642","1.2563","1.2607"
"2015-04-14","0.9525","0.1781","1.3298","0.161109","0.01046","0.08177","0.9391","0.1571","0.1423","1.2841","1.8457","1.2490","1.2592","1.2445","1.2505"
"2015-04-15","0.9443","0.1760","1.3143","0.158660","0.01033","0.08066","0.9338","0.1570","0.1408","1.2751","1.8268","1.2300","1.2570","1.2280","1.2315"
"2015-04-16","0.9494","0.1758","1.3119","0.157131","0.01023","0.08025","0.9340","0.1573","0.1418","1.2738","1.8199","1.2181","1.2317","1.2143","1.2196"
